orig.order,quad1,quad,time,dates,ini.date,fin.date,elap.yr,site,coral,ID,Coral,ini.area,ini.perim,ini.feret,ini.notes,Coral,fin.area,fin.perim,fin.feret,fin.notes,tran
327,SC5_33_,SC5_33_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,15,SC5_33_15,15,0.335,2.101,0.697,,15,0.255,1.852,0.62,,SC5
328,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC5_34_1,1,0.192,1.597,0.521,,1,0.354,2.181,0.736,,SC5
329,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC5_34_2,2,0.119,1.259,0.433,,2,0.317,2.042,0.674,,SC5
330,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC5_34_3,3,0.276,1.931,0.658,,3,0.539,2.701,0.911,,SC5
331,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC5_34_4,4,0.155,1.442,0.496,,4,0.187,1.574,0.521,,SC5
332,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC5_34_5,5,0.111,1.222,0.405,,5,7.23E-04,0.389,0.194,gone,SC5
333,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC5_34_6,6,0.259,1.859,0.644,,6,0.459,2.503,0.858,,SC5
334,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,7,SC5_34_7,7,0.297,2.008,0.715,,7,0.417,2.365,0.804,,SC5
335,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,8,SC5_34_8,8,0.433,2.403,0.8,,8,0.68,3.012,1.025,,SC5
336,SC5_34_,SC5_34_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,9,SC5_34_9,9,0.071,1.001,0.343,,9,0.23,1.749,0.598,,SC5
337,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC5_47_1,1,0.187,1.585,0.528,,1,0.53,2.685,0.886,,SC5
338,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC5_47_2,2,0.194,1.641,0.562,,2,0.625,2.891,0.976,,SC5
339,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC5_47_3,3,0.266,1.906,0.659,angle,3,0.578,2.826,1.018,,SC5
340,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC5_47_4,4,0.23,1.746,0.566,,4,0.042,1.846,0.915,nv,SC5
341,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC5_47_5,5,0.334,2.136,0.722,,5,0.477,2.782,0.872,,SC5
342,SC5_47_,SC5_47_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC5_47_6,6,0.226,1.744,0.601,,6,0.466,2.479,0.812,,SC5
343,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC5_48_1,1,0.285,1.948,0.663,,1,0.002,0.857,0.423,gone,SC5
344,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC5_48_2,2,0.209,1.672,0.579,,2,0.163,1.485,0.546,angle,SC5
345,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC5_48_3,3,0.382,2.267,0.771,,3,0.423,2.395,0.795,,SC5
346,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC5_48_4,4,0.243,1.803,0.609,,4,0.287,1.963,0.684,,SC5
347,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC5_48_5,5,0.182,1.551,0.528,,5,0.441,2.506,0.867,,SC5
348,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC5_48_6,6,0.478,2.51,0.816,,6,0.59,2.808,0.922,,SC5
349,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,7,SC5_48_7,7,0.494,2.572,0.901,,7,0.002,0.711,0.361,gone,SC5
350,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,8,SC5_48_8,8,0.364,2.204,0.769,,8,0.002,0.457,0.227,gone,SC5
351,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,9,SC5_48_9,9,0.315,2.071,0.719,,9,0.539,2.722,0.991,,SC5
352,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,10,SC5_48_10,10,0.333,2.163,0.747,,10,0.613,2.875,0.952,,SC5
353,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,11,SC5_48_11,11,0.583,2.827,1.001,,11,1.358,4.254,1.435,tentacles,SC5
354,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,12,SC5_48_12,12,0.599,2.863,0.994,,12,0.562,2.757,0.933,,SC5
355,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,13,SC5_48_13,13,0.672,3.009,1.068,,13,0.789,3.28,1.094,,SC5
356,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,14,SC5_48_14,14,0.363,2.198,0.741,,14,0.839,3.368,1.137,tentacles,SC5
357,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,15,SC5_48_15,15,0.618,2.929,1.034,,15,0.006,0.553,0.266,gone,SC5
358,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,16,SC5_48_16,16,0.782,3.234,1.11,,16,0.771,3.246,1.171,,SC5
359,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,17,SC5_48_17,17,0.635,2.916,0.969,,17,0.007,1.264,0.63,angle,SC5
360,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,18,SC5_48_18,18,0.708,3.11,1.051,,18,0.756,3.173,1.096,,SC5
361,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,19,SC5_48_19,19,0.692,3.041,1.053,,19,1.218,4.057,1.454,tentacles,SC5
362,SC5_48_,SC5_48_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,20,SC5_48_20,20,0.197,1.64,0.536,,20,0.313,2.057,0.706,,SC5
363,SC5_49,SC5_49,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC5_491,1,0.555,2.775,0.98,,1,0.096,2.935,1.457,nv,SC5
364,SC5_49,SC5_49,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC5_492,2,0.304,2.003,0.652,,2,0.096,2.935,1.457,nv,SC5
365,SC5_49,SC5_49,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC5_493,3,0.225,1.756,0.614,,3,0.416,2.358,0.777,,SC5
366,SC5_49,SC5_49,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC5_494,4,0.464,2.496,0.808,,4,0.003,0.531,0.266,nv,SC5
367,SC5_49,SC5_49,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC5_495,5,0.315,2.102,0.736,,5,0.309,2.043,0.724,,SC5
368,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC5_50_1,1,0.305,2.023,0.69,,1,0.42,2.375,0.82,,SC5
369,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC5_50_2,2,0.421,2.376,0.815,,2,0.737,3.163,1.112,,SC5
370,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC5_50_3,3,0.417,2.39,0.827,,3,0.668,3.034,1.056,angle,SC5
371,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC5_50_4,4,0.482,2.53,0.842,nv,4,0.02,1.771,0.883,nv,SC5
372,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC5_50_5,5,0.144,1.39,0.476,,5,0.001,0.275,0.134,gone,SC5
373,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC5_50_6,6,0.173,1.53,0.524,,6,0.305,2.028,0.688,,SC5
374,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,7,SC5_50_7,7,0.248,1.828,0.607,,7,0.015,1.071,0.518,nv,SC5
375,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,8,SC5_50_8,8,0.436,2.418,0.826,,8,0.015,1.071,0.518,gone,SC5
376,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,9,SC5_50_9,9,0.198,1.615,0.549,,9,1.45E-04,0.388,0.194,nv,SC5
377,SC5_50_,SC5_50_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,10,SC5_50_10,10,0.13,1.324,0.45,,10,2.89E-04,0.533,0.266,gone,SC5
378,SC6_18_,SC6_18_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC6_18_1,1,0.231,1.752,0.585,,1,0.356,2.197,0.763,,SC6
379,SC6_18_,SC6_18_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC6_18_2,2,0.197,1.66,0.574,,2,0.36,2.217,0.758,,SC6
380,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC6_21_1,1,0.273,1.921,0.676,,1,0.003,1.094,0.552,angle,SC6
381,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC6_21_2,2,0.524,2.68,0.939,,2,0.934,3.559,1.263,tentacles,SC6
382,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC6_21_3,3,0.468,2.531,0.896,,3,0.481,2.57,0.88,,SC6
383,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC6_21_4,4,0.446,2.465,0.859,,4,0.413,2.384,0.816,,SC6
384,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC6_21_5,5,0.62,2.911,1.028,,5,0.673,2.998,1.013,,SC6
385,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC6_21_6,6,0.507,2.629,0.893,,6,0.807,3.266,1.096,,SC6
386,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,7,SC6_21_7,7,0.168,1.5,0.505,,7,0.346,2.142,0.726,,SC6
387,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,8,SC6_21_8,8,0.557,2.758,0.974,angle,8,0.007,1.506,0.752,angle,SC6
388,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,9,SC6_21_9,9,0.062,0.901,0.309,,9,0.001,0.598,0.298,gone,SC6
389,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,10,SC6_21_10,10,0.647,2.957,1.02,,10,0.001,0.356,0.178,gone,SC6
390,SC6_21_,SC6_21_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,11,SC6_21_11,11,0.04,0.727,0.249,,11,0.325,2.076,0.684,,SC6
391,SC6_33_,SC6_33_,present,10dec07_3dec11,10-Dec-07,3-Dec-10,2.98,SC,1,SC6_33_1,1,0.281,1.975,0.699,,1,0.245,1.86,0.683,angle,SC6
392,SC7_2_,SC7_2_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC7_2_1,1,0.103,1.17,0.397,,1,0.253,1.834,0.61,,SC7
393,SC7_2_,SC7_2_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC7_2_2,2,0.312,2.056,0.71,,2,0.384,2.3,0.808,,SC7
394,SC7_2_,SC7_2_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC7_2_3,3,0.111,1.215,0.407,,3,5.77E-04,0.591,0.295,nv,SC7
395,SC7_2_,SC7_2_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC7_2_4,4,0.701,3.078,1.047,,4,NA,NA,NA,nv,SC7
396,SC7_3_,SC7_3_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC7_3_1,1,0.746,3.176,1.102,,1,1.047,3.737,1.305,angle,SC7
397,SC7_3_,SC7_3_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC7_3_2,2,0.622,2.89,1.013,,2,0.553,2.735,0.96,angle,SC7
398,SC7_3_,SC7_3_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC7_3_3,3,0.672,2.997,0.987,,3,0.615,2.84,0.951,angle,SC7
399,SC7_3_,SC7_3_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC7_3_4,4,0.736,3.143,1.057,,4,7.26E-04,0.336,0.168,gone,SC7
400,SC7_3_,SC7_3_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC7_3_5,5,0.564,2.75,0.966,,5,0.555,2.749,0.981,,SC7
401,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC7_4_1,1,0.233,1.765,0.596,,1,0.376,2.257,0.779,,SC7
402,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC7_4_2,2,0.314,2.046,0.683,,2,0.296,1.991,0.688,nv,SC7
403,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC7_4_3,3,0.337,2.123,0.737,,3,4.36E-04,0.428,0.214,nv,SC7
404,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC7_4_4,4,0.224,1.723,0.581,,4,0.217,1.735,0.616,angle,SC7
405,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC7_4_5,5,0.064,0.934,0.307,,5,0.175,1.519,0.505,,SC7
406,SC7_4_,SC7_4_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC7_4_6,6,0.644,2.975,1.023,,6,0.714,3.091,1.09,,SC7
407,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,1,SC8_38_1,1,0.412,2.351,0.794,,1,0.577,2.77,0.929,tentacles,SC8
408,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,2,SC8_38_2,2,0.49,2.553,0.871,,2,0.551,2.728,0.927,,SC8
409,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,3,SC8_38_3,3,0.487,2.62,0.925,,3,0.488,2.553,0.875,,SC8
410,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,4,SC8_38_4,4,0.443,2.436,0.857,,4,0.667,2.964,0.987,tentacles,SC8
411,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,5,SC8_38_5,5,0.244,1.826,0.63,,5,0.173,1.537,0.538,,SC8
412,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,6,SC8_38_6,6,0.255,1.851,0.637,,6,0.28,1.973,0.637,,SC8
413,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,7,SC8_38_7,7,0.58,2.791,0.953,,7,0.684,3.051,1.093,,SC8
414,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,8,SC8_38_8,8,0.172,1.519,0.518,,8,0.447,2.444,0.842,,SC8
415,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,9,SC8_38_9,9,0.304,2.007,0.658,,9,0.618,2.885,0.958,,SC8
416,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,10,SC8_38_10,10,0.828,3.349,1.182,,10,0.669,2.987,1.008,,SC8
417,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,11,SC8_38_11,11,0.317,2.047,0.674,,11,0.253,1.845,0.613,tentacles,SC8
418,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,12,SC8_38_12,12,0.625,2.891,0.96,,12,0.64,2.924,0.992,tentacles,SC8
419,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,13,SC8_38_13,13,0.353,2.157,0.723,,13,0.287,1.986,0.669,tentacles,SC8
420,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,14,SC8_38_14,14,0.632,2.892,0.997,,14,0.721,3.134,1.079,,SC8
421,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,15,SC8_38_15,15,0.533,2.661,0.872,,15,0.434,2.409,0.812,,SC8
422,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,16,SC8_38_16,16,0.396,2.309,0.807,,16,0.404,2.342,0.83,tentacles,SC8
423,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,17,SC8_38_17,17,0.449,2.459,0.856,,17,0.529,2.702,1.003,tentacles,SC8
424,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,18,SC8_38_18,18,1.157,3.96,1.389,tentacles,18,0.837,3.357,1.187,,SC8
425,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,19,SC8_38_19,19,0.075,1.002,0.34,,19,0.379,2.257,0.808,tentacles,SC8
426,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,20,SC8_38_20,20,0.198,1.619,0.541,,20,0.002,0.57,0.285,gone,SC8
427,SC8_38_,SC8_38_,present,10dec07_3dec10,10-Dec-07,3-Dec-10,2.98,SC,21,SC8_38_21,21,0.327,2.087,0.681,,21,0.536,2.671,0.926,tentacles,SC8
415,ON0_46_,ON0_46_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON0_46_1,,0.48661,,,,,0.529,,,,ON0
416,ON0_46_,ON0_46_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON0_46_2,,0.51012,,,,,0.55,,,,ON0
417,ON0_48_,ON0_48_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON0_48_1,,0.37286,,,,,NA,,,angle,ON0
418,ON0_48_,ON0_48_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON0_48_2,,0.27985,,,,,0.31248,,,,ON0
419,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON0_49_1,,0.65995,,,,,0.8496,,,,ON0
420,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON0_49_2,,0.46665,,,,,0.5825,,,,ON0
421,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON0_49_3,,0.35109,,,,,0.6785,,,,ON0
422,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON0_49_4,,0.42172,,,,,0.7693,,,,ON0
423,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON0_49_5,,0.18762,,,,,0.488,,,,ON0
424,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON0_49_6,,0.45658,,,,,0.6496,,,,ON0
425,ON0_49_,ON0_49_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON0_49_7,,0.34205,,,,,0.7737,,,,ON0
426,ON2_44_,ON2_44_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON2_44_1,,0.32524,,,,,0.38072,,,,ON2
427,ON2_44_,ON2_44_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON2_44_2,,0.20928,,,,,0.2519,,,,ON2
428,ON2_81_,ON2_81_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON2_81_1,,0.12436,,,,,NA,,,nv,ON2
429,ON2_82_,ON2_82_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON2_82_1,,0.44968,,,,,0.52859,,,,ON2
430,ON2_83_,ON2_83_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON2_83_1,,0.43176,,,,,0.42918,,,,ON2
431,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,1,ON3_16_1,,0.53642,,,,,0.47245,,,,ON3
432,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,2,ON3_16_2,,0.22718,,,,,0.47245,,,,ON3
433,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,3,ON3_16_3,,0.54379,,,,,0.47245,,,,ON3
434,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,4,ON3_16_4,,0.55641,,,,,0.76764,,,,ON3
435,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,5,ON3_16_5,,0.40547,,,,,0.7728,,,,ON3
436,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,6,ON3_16_6,,0.35516,,,,,0.3922,,,,ON3
437,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,7,ON3_16_7,,0.38846,,,,,NA,,,angle,ON3
438,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,8,ON3_16_8,,0.2398,,,,,0.345,,,,ON3
439,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,9,ON3_16_9,,0.24575,,,,,0.3806,,,tentacles,ON3
440,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,10,ON3_16_10,,0.2381,,,,,0.3806,,,,ON3
441,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,11,ON3_16_11,,0.23285,,,,,0.35824,,,,ON3
442,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,12,ON3_16_12,,0.31037,,,,,0.53536,,,,ON3
443,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,13,ON3_16_13,,0.31548,,,,,0.4991,,,tentacles,ON3
444,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,14,ON3_16_14,,0.18467,,,,,0.31339,,,,ON3
445,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,15,ON3_16_15,,0.34807,,,,,0.35165,,,,ON3
446,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,16,ON3_16_16,,0.2568,,,,,0.57992,,,tentacles,ON3
447,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,17,ON3_16_17,,0.24632,,,,,0.7493,,,tentacles,ON3
448,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,18,ON3_16_18,,0.54875,,,,,0.74185,,,tentacles,ON3
449,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,19,ON3_16_19,,0.37401,,,,,0.37458,,,,ON3
450,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,20,ON3_16_20,,0.32058,,,,,0.3217,,,tentacles,ON3
451,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,21,ON3_16_21,,0.30045,,,,,0.3998,,,,ON3
452,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,22,ON3_16_22,,0.36933,,,,,0.36627,,,,ON3
453,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,23,ON3_16_23,,0.17503,,,,,0.31898,,,,ON3
454,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,24,ON3_16_24,,0.44756,,,,,0.45124,,,,ON3
455,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,25,ON3_16_25,,0.34297,,,,,0.5057,,,,ON3
456,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,26,ON3_16_26,,0.40164,,,,,0.51229,,,,ON3
457,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,27,ON3_16_27,,0.46372,,,,,0.4008,,,,ON3
458,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,28,ON3_16_28,,0.29124,,,,,0.36369,,,,ON3
459,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,29,ON3_16_29,,0.44615,,,,,0.45998,,,,ON3
460,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,30,ON3_16_30,,0.26261,,,,,0.22082,,,,ON3
461,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,31,ON3_16_31,,0.27976,,,,,0.32084,,,,ON3
462,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,32,ON3_16_32,,0.1756,,,,,0.18184,,,,ON3
463,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,33,ON3_16_33,,0.23441,,,,,0.35595,,,,ON3
464,ON3_16_,ON3_16_,present,8dec07_5dec10,8-Dec-07,5-Dec-10,2.99,ON,34,ON3_16_34,,0.25071,,,,,0.33718,,,,ON3
