orig.order,quad1,quad,time,dates,ini.date,fin.date,elap.yr,site,coral,ID,Coral,ini.area,ini.perim,ini.feret,ini.notes,Coral,fin.area,fin.perim,fin.feret,fin.notes,tran
800,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG5_2_5,,0.211,,,,,0.269,,,,PG5
801,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG5_2_6,,0.293,,,,,0.41,,,,PG5
802,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG5_2_7,,0.386,,,,,0.633,,,,PG5
803,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG5_2_8,,0.156,,,,,0.317,,,,PG5
804,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG5_2_9,,0.081,,,,,0.254,,,,PG5
805,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG5_2_10,,0.185,,,,,0.364,,,,PG5
806,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,11,PG5_2_11,,0.41,,,,,0.579,,,,PG5
807,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,12,PG5_2_12,,0.327,,,,,0.45,,,,PG5
808,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,13,PG5_2_13,,0.614,,,,,NA,,,nv,PG5
809,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,14,PG5_2_14,,0.399,,,,,0.471,,,,PG5
810,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,15,PG5_2_15,,0.223,,,,,0.386,,,angle,PG5
811,PG5_2_,PG5_2_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,16,PG5_2_16,,0.136,,,,,0.301,,,,PG5
812,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG5_3_1,,0.463,,,,,0.452,,,,PG5
813,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG5_3_2,,,,,tentacles,,0.639,,,,PG5
814,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG5_3_3,,0.283,,,,,0.389,,,,PG5
815,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG5_3_4,,0.147,,,,,0.358,,,,PG5
816,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG5_3_5,,0.327,,,,,0.38,,,nv,PG5
817,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG5_3_6,,0.45,,,,,0.495,,,,PG5
818,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG5_3_7,,0.068,,,,,0.432,,,,PG5
819,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG5_3_8,,,,,angle,,NA,,,angle,PG5
820,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG5_3_9,,0.142,,,,,0.001,,,nv,PG5
821,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG5_3_10,,0.274,,,,,0.0005827,,,nv,PG5
822,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,11,PG5_3_11,,0.473,,,,,0.479,,,,PG5
823,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,12,PG5_3_12,,0.276,,,,,0.331,,,,PG5
824,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,13,PG5_3_13,,0.189,,,,,0.29,,,,PG5
825,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,14,PG5_3_14,,0.081,,,,,0.16,,,,PG5
826,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,15,PG5_3_15,,0.088,,,,,0.209,,,,PG5
827,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,16,PG5_3_16,,0.092,,,,,0.18,,,,PG5
828,PG5_3_,PG5_3_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,17,PG5_3_17,,0.045,,,,,0.091,,,,PG5
829,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG5_93_1,,0.496,,,,,0.554,,,,PG5
830,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG5_93_2,,0.516,,,,,0.467,,,,PG5
831,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG5_93_3,,0.424,,,,,0.492,,,,PG5
832,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG5_93_4,,0.463,,,,,NA,,,nv,PG5
833,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG5_93_5,,0.425,,,,,NA,,,angle,PG5
834,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG5_93_6,,0.306,,,,,0.295,,,,PG5
835,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG5_93_7,,0.406,,,,,0.47,,,,PG5
836,PG5_93_,PG5_93_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG5_93_8,,0.311,,,,,NA,,,nv,PG5
837,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_A_1,,0.124,,,angle,,0.357,,,angle,PG6
838,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG6_A_2,,0.028,,,,,0.002,,,gone,PG6
839,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG6_A_3,,0.312,,,,,0.432,,,,PG6
840,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG6_A_4,,0.164,,,,,0.321,,,,PG6
841,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG6_A_5,,0.057,,,,,0.001,,,gone,PG6
842,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG6_A_6,,0.045,,,,,0.192,,,,PG6
843,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG6_A_7,,0.364,,,,,0.418,,,,PG6
844,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG6_A_8,,0.372,,,,,0.361,,,angle,PG6
845,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG6_A_9,,0.24,,,,,0.0008732,,,nv,PG6
846,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG6_A_10,,0.107,,,,,0.002,,,,PG6
847,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,11,PG6_A_11,,0.165,,,,,0.216,,,,PG6
848,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,12,PG6_A_12,,0.208,,,,,0.353,,,,PG6
849,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,13,PG6_A_13,,0.202,,,,,0.002,,,angle,PG6
850,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,14,PG6_A_14,,0.373,,,,,0.367,,,,PG6
851,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,15,PG6_A_15,,0.257,,,,,0.245,,,angle,PG6
852,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,16,PG6_A_16,,0.336,,,,,0.003,,,angle,PG6
853,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,17,PG6_A_17,,0.354,,,,,0.456,,,,PG6
854,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,18,PG6_A_18,,0.324,,,,,0.371,,,,PG6
855,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,19,PG6_A_19,,0.235,,,,,0.318,,,,PG6
856,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,20,PG6_A_20,,0.304,,,,,0.388,,,,PG6
857,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,21,PG6_A_21,,0.352,,,,,0.444,,,,PG6
858,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,22,PG6_A_22,,0.081,,,,,0.296,,,,PG6
859,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,23,PG6_A_23,,0.345,,,,,0.447,,,,PG6
860,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,24,PG6_A_24,,0.144,,,angle,,0.294,,,,PG6
861,PG6_A_,PG6_A_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,25,PG6_A_25,,0.109,,,,,0.169,,,,PG6
862,PG6_A_,PG6_A_,present,8dec07_4dec11,8-Dec-07,4-Dec-10,2.99,PG,26,PG6_A_26,,0.268,,,,,NA,,,gone,PG6
863,PG6_A_,PG6_A_,present,8dec07_4dec12,8-Dec-07,4-Dec-10,2.99,PG,27,PG6_A_27,,0.296,,,,,NA,,,nv,PG6
864,PG6_A_,PG6_A_,present,8dec07_4dec13,8-Dec-07,4-Dec-10,2.99,PG,28,PG6_A_28,,0.533,,,,,NA,,,nv,PG6
865,PG6_A_,PG6_A_,present,8dec07_4dec14,8-Dec-07,4-Dec-10,2.99,PG,29,PG6_A_29,,0.538,,,,,NA,,,nv,PG6
866,PG6_A_,PG6_A_,present,8dec07_4dec15,8-Dec-07,4-Dec-10,2.99,PG,30,PG6_A_30,,0.626,,,,,NA,,,nv,PG6
867,PG6_A_,PG6_A_,present,8dec07_4dec16,8-Dec-07,4-Dec-10,2.99,PG,31,PG6_A_31,,0.288,,,,,NA,,,nv,PG6
868,PG6_A_,PG6_A_,present,8dec07_4dec17,8-Dec-07,4-Dec-10,2.99,PG,32,PG6_A_32,,0.263,,,,,NA,,,nv,PG6
869,PG6_B_,PG6_B_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_B_1,,0.453,,,,,NA,,,angle,PG6
870,PG6_B_,PG6_B_,present,8dec07_4dec11,8-Dec-07,4-Dec-10,2.99,PG,4,PG6_B_4,,0.135,,,,,NA,,,nv,PG6
871,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_C_1,,0.312,,,,,0.375,,,,PG6
872,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG6_C_2,,0.241,,,,,0.424,,,,PG6
873,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG6_C_3,,0.076,,,,,0.184,,,,PG6
874,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG6_C_4,,0.571,,,,,0.527,,,,PG6
875,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG6_C_5,,0.115,,,,,0.281,,,,PG6
876,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG6_C_6,,0.189,,,,,0.319,,,,PG6
877,PG6_C_,PG6_C_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG6_C_7,,0.079,,,,,NA,,,gone,PG6
878,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_D_1,,0.432,,,,,0.001,,,nv,PG6
879,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG6_D_2,,0.579,,,,,0.608,,,,PG6
880,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG6_D_3,,0.602,,,,,NA,,,gone,PG6
881,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG6_D_4,,0.594,,,,,0.819,,,,PG6
882,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG6_D_5,,0.529,,,,,NA,,,gone,PG6
883,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,6,PG6_D_6,,0.501,,,,,NA,,,gone,PG6
884,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,7,PG6_D_7,,0.16,,,,,0.346,,,,PG6
885,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,8,PG6_D_8,,0.268,,,,,0.389,,,,PG6
886,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,9,PG6_D_9,,0.422,,,,,0.482,,,,PG6
887,PG6_D_,PG6_D_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,10,PG6_D_10,,0.078,,,,,0.199,,,,PG6
888,PG6_E_,PG6_E_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_E_1,,0.475,,,,,NA,,,gone,PG6
889,PG6_E_,PG6_E_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG6_E_2,,0.527,,,,,0.681,,,,PG6
890,PG6_F_,PG6_F_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,1,PG6_F_1,,0.331,,,,,0.547,,,,PG6
891,PG6_F_,PG6_F_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,2,PG6_F_2,,0.599,,,,,0.881,,,,PG6
892,PG6_F_,PG6_F_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,3,PG6_F_3,,0.098,,,,,0.254,,,,PG6
893,PG6_F_,PG6_F_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,4,PG6_F_4,,0.132,,,,,0.319,,,,PG6
894,PG6_F_,PG6_F_,present,8dec07_4dec10,8-Dec-07,4-Dec-10,2.99,PG,5,PG6_F_5,,0.112,,,,,0.376,,,,PG6
