"","orig.order","quad1","quad","time","dates","ini.date","fin.date","elap.yr","site","coral","ID","Coral","ini.area","ini.perim","ini.feret","ini.notes","Coral.1","fin.area","fin.perim","fin.feret","fin.notes","tran","ini.areaLN","fin.areaLN"
"594",581,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON4_72_11",NA,0.47538,NA,NA,"",NA,0.63763,NA,NA,"","ON4",-0.743640794776931,-0.449997101170105
"595",582,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON4_72_12",NA,0.41914,NA,NA,"",NA,0.42294,NA,NA,"","ON4",-0.86955028599034,-0.860524953968298
"596",583,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON4_72_13",NA,0.11783,NA,NA,"",NA,0.25811,NA,NA,"","ON4",-2.13851237125689,-1.35436942833552
"597",584,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON4_72_14",NA,0.21175,NA,NA,"",NA,0.38849,NA,NA,"","ON4",-1.55234894544997,-0.945487849531455
"598",585,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON4_72_15",NA,0.47215,NA,NA,"",NA,0.49436,NA,NA,"","ON4",-0.750458547273059,-0.704491282260602
"599",586,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON4_72_16",NA,0.28304,NA,NA,"",NA,0.45319,NA,NA,"tentacles","ON4",-1.26216704857066,-0.791443815385056
"600",587,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON4_72_17",NA,0.42364,NA,NA,"",NA,0.47798,NA,NA,"tentacles","ON4",-0.858871241006669,-0.738186388370224
"601",588,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON4_72_18",NA,0.55665,NA,NA,"",NA,0.64785,NA,NA,"tentacles","ON4",-0.585818602807421,-0.434096090907317
"602",589,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON4_72_19",NA,0.44783,NA,NA,"",NA,0.54716,NA,NA,"","ON4",-0.803341582867657,-0.603014014760894
"603",590,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON4_72_20",NA,0.45022,NA,NA,"",NA,0.44199,NA,NA,"","ON4",-0.79801892679612,-0.816468021594765
"604",591,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON4_72_21",NA,0.31116,NA,NA,"",NA,0.001,NA,NA,"gone","ON4",-1.16744802964356,-6.90775527898214
"605",592,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",22,"ON4_72_22",NA,0.39397,NA,NA,"",NA,0.46509,NA,NA,"","ON4",-0.931480514715142,-0.765524343735757
"606",593,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",23,"ON4_72_23",NA,0.68967,NA,NA,"",NA,0.76689,NA,NA,"","ON4",-0.371542056663605,-0.265411903806053
"607",594,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",24,"ON4_72_24",NA,0.06327,NA,NA,"",NA,0.10573,NA,NA,"","ON4",-2.76034399582334,-2.2468666042377
"608",595,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",25,"ON4_72_25",NA,0.11797,NA,NA,"",NA,0.30642,NA,NA,"","ON4",-2.13732492412839,-1.18279856909453
"609",596,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",26,"ON4_72_26",NA,0.33731,NA,NA,"",NA,0.6092,NA,NA,"","ON4",-1.08675289015566,-0.49560865796113
"610",597,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",27,"ON4_72_27",NA,0.6285,NA,NA,"",NA,0.61214,NA,NA,"","ON4",-0.464419250951835,-0.490794264461037
"611",598,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",28,"ON4_72_28",NA,0.46596,NA,NA,"",NA,0.46229,NA,NA,"","ON4",-0.763655485450561,-0.771562879197467
"612",599,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",29,"ON4_72_29",NA,0.12261,NA,NA,"",NA,0.22884,NA,NA,"","ON4",-2.09874669273784,-1.47473220958181
"613",600,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",30,"ON4_72_30",NA,0.62682,NA,NA,"",NA,0.57307,NA,NA,"","ON4",-0.467095860904665,-0.556747405679952
"614",601,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",31,"ON4_72_31",NA,0.11487,NA,NA,"",NA,0.37476,NA,NA,"tentacles","ON4",-2.16395422482482,-0.98146945789915
"615",602,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",32,"ON4_72_32",NA,0.15551,NA,NA,"",NA,0.2906,NA,NA,"","ON4",-1.86104524074889,-1.23580752784595
"616",603,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",33,"ON4_72_33",NA,0.37162,NA,NA,"",NA,0.45907,NA,NA,"","ON4",-0.989883452177528,-0.778552575102742
"617",604,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",34,"ON4_72_34",NA,0.48677,NA,NA,"",NA,0.55878,NA,NA,"","ON4",-0.719963546719304,-0.581999443220516
"618",605,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",35,"ON4_72_35",NA,0.27319,NA,NA,"",NA,0.38247,NA,NA,"","ON4",-1.2975877551765,-0.961105060163997
"619",606,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",36,"ON4_72_36",NA,0.07368,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-2.60802388703509,NA
"620",607,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",37,"ON4_72_37",NA,0.03445,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-3.36824628152247,NA
"621",608,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",38,"ON4_72_38",NA,0.17772,NA,NA,"",NA,0.24788,NA,NA,"","ON4",-1.72754600091443,-1.39481052088823
"622",609,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",39,"ON4_72_39",NA,0.56495,NA,NA,"",NA,0.51411,NA,NA,"","ON4",-0.571018047326882,-0.66531802864127
"623",610,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",40,"ON4_72_40",NA,0.5627,NA,NA,"",NA,0.63175,NA,NA,"","ON4",-0.575008652542904,-0.459261532713833
"624",611,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",41,"ON4_72_41",NA,0.10039,NA,NA,"",NA,0.39423,NA,NA,"","ON4",-2.2986926782787,-0.930820783658481
"625",612,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",42,"ON4_72_42",NA,0.03642,NA,NA,"",NA,NA,NA,NA,"gone","ON4",-3.31263720468268,NA
"626",613,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",43,"ON4_72_43",NA,0.1018,NA,NA,"",NA,NA,NA,NA,"gone","ON4",-2.28474517486571,NA
"627",614,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",44,"ON4_72_44",NA,0.1205,NA,NA,"",NA,0.45907,NA,NA,"","ON4",-2.11610552605143,-0.778552575102742
"628",615,"ON4_72_","ON4_72_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",45,"ON4_72_45",NA,0.19038,NA,NA,"",NA,0.33415,NA,NA,"","ON4",-1.65873320415898,-1.09616528502506
"629",616,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON4_73_1",NA,0.15252,NA,NA,"",NA,0.001,NA,NA,"dead","ON4",-1.88045954399277,-6.90775527898214
"630",617,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON4_73_2",NA,0.37156,NA,NA,"",NA,0.40111,NA,NA,"","ON4",-0.990044920462817,-0.913519575078369
"631",618,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON4_73_3",NA,0.45601,NA,NA,"",NA,0.49675,NA,NA,"","ON4",-0.785240539883645,-0.699668397550211
"632",619,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON4_73_4",NA,0.41399,NA,NA,"",NA,0.48743,NA,NA,"","ON4",-0.881913460037921,-0.718608588597819
"633",620,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON4_73_5",NA,0.2696,NA,NA,"",NA,NA,NA,NA,"gone","ON4",-1.31081589994398,NA
"634",621,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON4_73_6",NA,0.35993,NA,NA,"",NA,0.42923,NA,NA,"","ON4",-1.0218457108832,-0.845762373184618
"635",622,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON4_73_7",NA,0.57687,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-0.550138341151532,NA
"636",623,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON4_73_8",NA,0.06148,NA,NA,"",NA,NA,NA,NA,"gone","ON4",-2.78904336031174,NA
"637",624,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON4_73_9",NA,0.06386,NA,NA,"",NA,0.09982,NA,NA,"","ON4",-2.7510620916955,-2.30438671494067
"638",625,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON4_73_10",NA,0.57127,NA,NA,"",NA,0.81126,NA,NA,"","ON4",-0.559893326445672,-0.209166684383415
"639",626,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON4_73_11",NA,0.07689,NA,NA,"",NA,0.10665,NA,NA,"","ON4",-2.56537944993805,-2.23820283406478
"640",627,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON4_73_12",NA,0.07857,NA,NA,"",NA,0.10999,NA,NA,"","ON4",-2.54376533179441,-2.20736582641311
"641",628,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON4_73_13",NA,0.17997,NA,NA,"",NA,0.001,NA,NA,"dead","ON4",-1.71496510864903,-6.90775527898214
"642",629,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON4_73_14",NA,0.25433,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-1.36912264261157,NA
"643",630,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON4_73_15",NA,0.2266,NA,NA,"",NA,0.23418,NA,NA,"","ON4",-1.48456893038823,-1.45166522856156
"644",631,"ON4_73_","ON4_73_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON4_73_16",NA,0.60908,NA,NA,"",NA,0.001,NA,NA,"dead","ON4",-0.495805657009605,-6.90775527898214
"645",632,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON4_74_1",NA,0.25161,NA,NA,"",NA,0.47668,NA,NA,"","ON4",-1.37987500931771,-0.740909872759532
"646",633,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON4_74_2",NA,0.50209,NA,NA,"",NA,0.4864,NA,NA,"","ON4",-0.688975892491135,-0.72072394833018
"647",634,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON4_74_3",NA,0.31867,NA,NA,"",NA,0.32399,NA,NA,"","ON4",-1.14359919440251,-1.12704262786365
"648",635,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON4_74_4",NA,0.2819,NA,NA,"",NA,0.34314,NA,NA,"tentacles","ON4",-1.26620288086207,-1.06961675182686
"649",636,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON4_74_5",NA,0.06621,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-2.71492377004538,NA
"650",637,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON4_74_6",NA,0.04734,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-3.0503996748963,NA
"651",638,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON4_74_7",NA,0.05072,NA,NA,"",NA,0.12128,NA,NA,"","ON4",-2.98143496885317,-2.10965335708808
"652",639,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON4_74_8",NA,0.467,NA,NA,"",NA,0.347,NA,NA,"","ON4",-0.76142602131324,-1.05843049903528
"653",640,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON4_74_9",NA,0.188,NA,NA,"",NA,0.239,NA,NA,"","ON4",-1.67131331615219,-1.43129172705063
"654",641,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON4_74_10",NA,0.39,NA,NA,"",NA,0.199,NA,NA,"","ON4",-0.941608539858445,-1.61445045425764
"655",642,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON4_74_11",NA,0.298,NA,NA,"",NA,0.425,NA,NA,"","ON4",-1.21066179247673,-0.85566611005772
"656",643,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON4_74_12",NA,0.386,NA,NA,"",NA,0.345,NA,NA,"","ON4",-0.951917909517306,-1.06421086195078
"657",644,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON4_74_13",NA,0.14496,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-1.93129743668747,NA
"658",645,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON4_74_14",NA,0.64762,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-0.434451174394263,NA
"659",646,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON4_74_15",NA,0.35642,NA,NA,"",NA,0.37146,NA,NA,"","ON4",-1.03164546823718,-0.990314092222941
"660",647,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON4_74_16",NA,0.21611,NA,NA,"",NA,0.43062,NA,NA,"","ON4",-1.5319677416672,-0.842529248312102
"661",648,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON4_74_17",NA,0.0672,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-2.70008203145303,NA
"662",649,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON4_74_18",NA,0.24386,NA,NA,"",NA,0.36667,NA,NA,"","ON4",-1.41116098885002,-1.00329301799602
"663",650,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON4_74_19",NA,0.25555,NA,NA,"",NA,0.40343,NA,NA,"tentacles","ON4",-1.36433719376785,-0.9077522883541
"664",651,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON4_74_20",NA,0.30951,NA,NA,"",NA,0.36498,NA,NA,"tentacles","ON4",-1.17276487720174,-1.00791272142147
"665",652,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON4_74_21",NA,0.24738,NA,NA,"",NA,NA,NA,NA,"nv","ON4",-1.39682966303527,NA
"666",653,"ON4_74_","ON4_74_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",22,"ON4_74_22",NA,0.27894,NA,NA,"",NA,0.30863,NA,NA,"","ON4",-1.27675857405159,-1.17561213055698
"667",654,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON5_25_1",NA,0.25705,NA,NA,"",NA,0.41254,NA,NA,"","ON5",-1.35848466048062,-0.885422108211689
"668",655,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON5_25_2",NA,0.55984,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.580104250362759,NA
"669",656,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON5_25_3",NA,0.49757,NA,NA,"",NA,0.52744,NA,NA,"","ON5",-0.698019028763713,-0.639720164177093
"670",657,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON5_25_4",NA,0.31034,NA,NA,"",NA,0.47724,NA,NA,"tentacles","ON5",-1.1700868083268,-0.739735769974537
"671",658,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON5_25_5",NA,0.34881,NA,NA,"",NA,0.41979,NA,NA,"","ON5",-1.05322791763351,-0.868000692746405
"672",659,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON5_25_6",NA,0.21145,NA,NA,"",NA,0.34784,NA,NA,"tentacles","ON5",-1.55376671506364,-1.05601267504929
"673",660,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON5_25_7",NA,0.11371,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.17410393134551,NA
"674",661,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON5_25_8",NA,0.05415,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.91599730553514,NA
"675",662,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON5_25_9",NA,0.36534,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.0069268521336,NA
"676",663,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON5_25_10",NA,0.22613,NA,NA,"",NA,0.32892,NA,NA,"","ON5",-1.48664522384723,-1.11194071887944
"678",665,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON5_25_12",NA,0.30592,NA,NA,"",NA,0.33888,NA,NA,"","ON5",-1.1844316491191,-1.0821092165691
"679",666,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON5_25_13",NA,0.37646,NA,NA,"",NA,0.41425,NA,NA,"","ON5",-0.976943479086105,-0.881285622675465
"680",667,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON5_25_14",NA,0.08393,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.4777721608874,NA
"681",668,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON5_25_15",NA,0.53434,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.626722938512163,NA
"682",669,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON5_25_16",NA,0.32017,NA,NA,"",NA,0.50028,NA,NA,"tentacles","ON5",-1.13890317425169,-0.692587337301431
"683",670,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON5_25_17",NA,0.15816,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.84414810011978,NA
"684",671,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON5_25_18",NA,0.31433,NA,NA,"",NA,0.47469,NA,NA,"tentacles","ON5",-1.15731188952689,-0.745093319583136
"685",672,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON5_25_19",NA,0.67098,NA,NA,"",NA,0.66482,NA,NA,"","ON5",-0.399015948713985,-0.40823895165756
"686",673,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON5_25_20",NA,0.11399,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.17164455373345,NA
"687",674,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON5_25_21",NA,0.14092,NA,NA,"",NA,0.22511,NA,NA,"","ON5",-1.9595629255091,-1.49116610735606
"689",676,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",23,"ON5_25_23",NA,0.52978,NA,NA,"",NA,0.55503,NA,NA,"","ON5",-0.635293452951096,-0.588733112642516
"690",677,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",24,"ON5_25_24",NA,0.09974,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.30518847886416,NA
"691",678,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",25,"ON5_25_25",NA,0.36392,NA,NA,"",NA,0.47383,NA,NA,"","ON5",-1.01082121572039,-0.746906671406308
"692",679,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",26,"ON5_25_26",NA,0.40268,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.909613077120915,NA
"693",680,"ON5_25_","ON5_25_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",27,"ON5_25_27",NA,0.14292,NA,NA,"",NA,0.24502,NA,NA,"","ON5",-1.94547024582693,-1.40641543911611
"694",681,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON5_88_1",NA,0.62925,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.463226644966712,NA
"695",682,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON5_88_2",NA,0.26914,NA,NA,"",NA,0.28875,NA,NA,"","ON5",-1.31252358866874,-1.24219401714613
"696",683,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON5_88_3",NA,0.15246,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.88085301242201,NA
"697",684,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON5_88_4",NA,0.35938,NA,NA,"",NA,0.35748,NA,NA,"","ON5",-1.02337495448383,-1.02867586246895
"698",685,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON5_88_5",NA,0.33514,NA,NA,"",NA,0.39904,NA,NA,"","ON5",-1.09320692400956,-0.918693616490465
"699",686,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON5_88_6",NA,0.48205,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.729707435871748,NA
"700",687,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON5_88_7",NA,0.08368,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-2.48075527866552,NA
"701",688,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON5_88_8",NA,0.26271,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.33670451677989,NA
"702",689,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON5_88_9",NA,0.05856,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-2.83770340932908,NA
"703",690,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON5_88_10",NA,0.43138,NA,NA,"",NA,0.38692,NA,NA,"","ON5",-0.840765906787909,-0.949537325667791
"704",691,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON5_88_11",NA,0.0866,NA,NA,"",NA,NA,NA,NA,"gone","ON5",-2.44645546341375,NA
"705",692,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON5_88_12",NA,0.23876,NA,NA,"",NA,0.30523,NA,NA,"","ON5",-1.43229641568169,-1.18668968820338
"706",693,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON5_88_13",NA,0.34084,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-1.07634212002238,NA
"707",694,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON5_88_14",NA,0.49943,NA,NA,"",NA,0.52031,NA,NA,"","ON5",-0.694287830854216,-0.653330491189621
"708",695,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON5_88_15",NA,0.636,NA,NA,"",NA,0.572,NA,NA,"algae","ON5",-0.452556715642015,-0.558616287602339
"709",696,"ON5_88_","ON5_88_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON5_88_16",NA,0.37837,NA,NA,"",NA,NA,NA,NA,"nv","ON5",-0.971882726131265,NA
"710",697,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON5_89_1",NA,0.50436,NA,NA,"",NA,0.45657,NA,NA,"","ON5",-0.684464980177111,-0.784013250067319
"711",698,"ON5_89_","ON5_89_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON5_89_2",NA,0.62076,NA,NA,"",NA,0.50215,NA,NA,"","ON5",-0.476810745178713,-0.688856399142789
