"","orig.order","quad1","quad","time","dates","ini.date","fin.date","elap.yr","site","coral","ID","Coral","ini.area","ini.perim","ini.feret","ini.notes","Coral.1","fin.area","fin.perim","fin.feret","fin.notes","tran","ini.areaLN","fin.areaLN"
"362",362,"SC5_48_","SC5_48_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",20,"SC5_48_20",20,0.197,1.64,0.536,"",20,0.313,2.057,0.706,"","SC5",-1.62455155024415,-1.16155208844198
"363",363,"SC5_49","SC5_49","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC5_491",1,0.555,2.775,0.98,"",1,0.096,2.935,1.457,"nv","SC5",-0.588787165235702,-2.3434070875143
"364",364,"SC5_49","SC5_49","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC5_492",2,0.304,2.003,0.652,"",2,0.096,2.935,1.457,"nv","SC5",-1.19072757757592,-2.3434070875143
"365",365,"SC5_49","SC5_49","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC5_493",3,0.225,1.756,0.614,"",3,0.416,2.358,0.777,"","SC5",-1.49165487677772,-0.877070018720874
"366",366,"SC5_49","SC5_49","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC5_494",4,0.464,2.496,0.808,"",4,0.003,0.531,0.266,"nv","SC5",-0.767870726755882,-5.80914299031403
"367",367,"SC5_49","SC5_49","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC5_495",5,0.315,2.102,0.736,"",5,0.309,2.043,0.724,"","SC5",-1.1551826401565,-1.17441400208439
"368",368,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC5_50_1",1,0.305,2.023,0.69,"",1,0.42,2.375,0.82,"","SC5",-1.18744350237473,-0.867500567704723
"369",369,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC5_50_2",2,0.421,2.376,0.815,"",2,0.737,3.163,1.112,"","SC5",-0.865122445299756,-0.3051673867928
"370",370,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC5_50_3",3,0.417,2.39,0.827,"",3,0.668,3.034,1.056,"angle","SC5",-0.874669057183336,-0.403467105445491
"372",372,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC5_50_5",5,0.144,1.39,0.476,"",5,0.001,0.275,0.134,"gone","SC5",-1.93794197940614,-6.90775527898214
"373",373,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",6,"SC5_50_6",6,0.173,1.53,0.524,"",6,0.305,2.028,0.688,"","SC5",-1.75446368448436,-1.18744350237473
"374",374,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",7,"SC5_50_7",7,0.248,1.828,0.607,"",7,0.015,1.071,0.518,"nv","SC5",-1.39432653281715,-4.19970507787993
"375",375,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",8,"SC5_50_8",8,0.436,2.418,0.826,"",8,0.015,1.071,0.518,"gone","SC5",-0.830113035633103,-4.19970507787993
"376",376,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",9,"SC5_50_9",9,0.198,1.615,0.549,"",9,0.000145,0.388,0.194,"nv","SC5",-1.6194882482876,-8.8387768155437
"377",377,"SC5_50_","SC5_50_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",10,"SC5_50_10",10,0.13,1.324,0.45,"",10,0.000289,0.533,0.266,"gone","SC5",-2.04022082852655,-8.14908386985184
"378",378,"SC6_18_","SC6_18_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC6_18_1",1,0.231,1.752,0.585,"",1,0.356,2.197,0.763,"","SC6",-1.46533756846034,-1.03282454813011
"379",379,"SC6_18_","SC6_18_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC6_18_2",2,0.197,1.66,0.574,"",2,0.36,2.217,0.758,"","SC6",-1.62455155024415,-1.02165124753198
"380",380,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC6_21_1",1,0.273,1.921,0.676,"",1,0.003,1.094,0.552,"angle","SC6",-1.29828348379718,-5.80914299031403
"381",381,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC6_21_2",2,0.524,2.68,0.939,"",2,0.934,3.559,1.263,"tentacles","SC6",-0.646263594661095,-0.0682788407532944
"382",382,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC6_21_3",3,0.468,2.531,0.896,"",3,0.481,2.57,0.88,"","SC6",-0.75928698306449,-0.731888008876376
"383",383,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC6_21_4",4,0.446,2.465,0.859,"",4,0.413,2.384,0.816,"","SC6",-0.807436326962073,-0.884307686021104
"384",384,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC6_21_5",5,0.62,2.911,1.028,"",5,0.673,2.998,1.013,"","SC6",-0.478035800943,-0.396009949337409
"385",385,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",6,"SC6_21_6",6,0.507,2.629,0.893,"",6,0.807,3.266,1.096,"","SC6",-0.679244275390954,-0.214431610712188
"386",386,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",7,"SC6_21_7",7,0.168,1.5,0.505,"",7,0.346,2.142,0.726,"","SC6",-1.78379129957888,-1.06131650392441
"388",388,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",9,"SC6_21_9",9,0.062,0.901,0.309,"",9,0.001,0.598,0.298,"gone","SC6",-2.78062089393705,-6.90775527898214
"389",389,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",10,"SC6_21_10",10,0.647,2.957,1.02,"",10,0.001,0.356,0.178,"gone","SC6",-0.435408984481236,-6.90775527898214
"390",390,"SC6_21_","SC6_21_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",11,"SC6_21_11",11,0.04,0.727,0.249,"",11,0.325,2.076,0.684,"","SC6",-3.2188758248682,-1.1239300966524
"391",391,"SC6_33_","SC6_33_","present","10dec07_3dec11","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC6_33_1",1,0.281,1.975,0.699,"",1,0.245,1.86,0.683,"angle","SC6",-1.26940060964839,-1.40649706843741
"392",392,"SC7_2_","SC7_2_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC7_2_1",1,0.103,1.17,0.397,"",1,0.253,1.834,0.61,"","SC7",-2.2730262907525,-1.37436579025462
"393",393,"SC7_2_","SC7_2_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC7_2_2",2,0.312,2.056,0.71,"",2,0.384,2.3,0.808,"","SC7",-1.16475209117265,-0.95711272639441
"394",394,"SC7_2_","SC7_2_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC7_2_3",3,0.111,1.215,0.407,"",3,0.000577,0.591,0.295,"nv","SC7",-2.1982250776698,-7.45766829145617
"395",395,"SC7_2_","SC7_2_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC7_2_4",4,0.701,3.078,1.047,"",4,NA,NA,NA,"nv","SC7",-0.355247391947547,NA
"396",396,"SC7_3_","SC7_3_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC7_3_1",1,0.746,3.176,1.102,"",1,1.047,3.737,1.305,"angle","SC7",-0.293029678778376,0.0459289318883997
"397",397,"SC7_3_","SC7_3_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC7_3_2",2,0.622,2.89,1.013,"",2,0.553,2.735,0.96,"angle","SC7",-0.474815186242958,-0.592397277459802
"398",398,"SC7_3_","SC7_3_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC7_3_3",3,0.672,2.997,0.987,"",3,0.615,2.84,0.951,"angle","SC7",-0.397496938458987,-0.486133011175619
"399",399,"SC7_3_","SC7_3_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC7_3_4",4,0.736,3.143,1.057,"",4,0.000726,0.336,0.168,"gone","SC7",-0.306525160253261,-7.22796054313948
"400",400,"SC7_3_","SC7_3_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC7_3_5",5,0.564,2.75,0.966,"",5,0.555,2.749,0.981,"","SC7",-0.572701027484078,-0.588787165235702
"401",401,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC7_4_1",1,0.233,1.765,0.596,"",1,0.376,2.257,0.779,"","SC7",-1.45671682541644,-0.978166135592243
"402",402,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC7_4_2",2,0.314,2.046,0.683,"",2,0.296,1.991,0.688,"nv","SC7",-1.15836229307388,-1.21739582465808
"403",403,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC7_4_3",3,0.337,2.123,0.737,"",3,0.000436,0.428,0.214,"nv","SC7",-1.08767234862978,-7.73786831461524
"404",404,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC7_4_4",4,0.224,1.723,0.581,"",4,0.217,1.735,0.616,"angle","SC7",-1.4961092271271,-1.52785792544168
"405",405,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC7_4_5",5,0.064,0.934,0.307,"",5,0.175,1.519,0.505,"","SC7",-2.74887219562247,-1.74296930505862
"406",406,"SC7_4_","SC7_4_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",6,"SC7_4_6",6,0.644,2.975,1.023,"",6,0.714,3.091,1.09,"","SC7",-0.440056552877783,-0.336872316642553
"407",407,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",1,"SC8_38_1",1,0.412,2.351,0.794,"",1,0.577,2.77,0.929,"tentacles","SC8",-0.886731929632611,-0.549913012474038
"408",408,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",2,"SC8_38_2",2,0.49,2.553,0.871,"",2,0.551,2.728,0.927,"","SC8",-0.713349887877465,-0.596020469829223
"409",409,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",3,"SC8_38_3",3,0.487,2.62,0.925,"",3,0.488,2.553,0.875,"","SC8",-0.719491155899547,-0.71743987312899
"410",410,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",4,"SC8_38_4",4,0.443,2.436,0.857,"",4,0.667,2.964,0.987,"tentacles","SC8",-0.814185508937001,-0.404965233066513
"411",411,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",5,"SC8_38_5",5,0.244,1.826,0.63,"",5,0.173,1.537,0.538,"","SC8",-1.41058705368894,-1.75446368448436
"412",412,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",6,"SC8_38_6",6,0.255,1.851,0.637,"",6,0.28,1.973,0.637,"","SC8",-1.36649173382371,-1.27296567581289
"413",413,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",7,"SC8_38_7",7,0.58,2.791,0.953,"",7,0.684,3.051,1.093,"","SC8",-0.544727175441672,-0.379797361359587
"414",414,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",8,"SC8_38_8",8,0.172,1.519,0.518,"",8,0.447,2.444,0.842,"","SC8",-1.76026080216868,-0.805196684368568
"415",415,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",9,"SC8_38_9",9,0.304,2.007,0.658,"",9,0.618,2.885,0.958,"","SC8",-1.19072757757592,-0.481266821524446
"416",416,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",10,"SC8_38_10",10,0.828,3.349,1.182,"",10,0.669,2.987,1.008,"","SC8",-0.188742124596877,-0.401971218853909
"417",417,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",11,"SC8_38_11",11,0.317,2.047,0.674,"",11,0.253,1.845,0.613,"tentacles","SC8",-1.14885350510486,-1.37436579025462
"418",418,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",12,"SC8_38_12",12,0.625,2.891,0.96,"",12,0.64,2.924,0.992,"tentacles","SC8",-0.470003629245736,-0.446287102628419
"419",419,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",13,"SC8_38_13",13,0.353,2.157,0.723,"",13,0.287,1.986,0.669,"tentacles","SC8",-1.04128722204884,-1.24827306322252
"420",420,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",14,"SC8_38_14",14,0.632,2.892,0.997,"",14,0.721,3.134,1.079,"","SC8",-0.45886588483528,-0.327116141697188
"421",421,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",15,"SC8_38_15",15,0.533,2.661,0.872,"",15,0.434,2.409,0.812,"","SC8",-0.629233854816292,-0.834710744881732
"422",422,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",16,"SC8_38_16",16,0.396,2.309,0.807,"",16,0.404,2.342,0.83,"tentacles","SC8",-0.926341067727656,-0.906340401020987
"423",423,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",17,"SC8_38_17",17,0.449,2.459,0.856,"",17,0.529,2.702,1.003,"tentacles","SC8",-0.800732391239883,-0.636766847123838
"425",425,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",19,"SC8_38_19",19,0.075,1.002,0.34,"",19,0.379,2.257,0.808,"tentacles","SC8",-2.59026716544583,-0.970219073899711
"426",426,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",20,"SC8_38_20",20,0.198,1.619,0.541,"",20,0.002,0.57,0.285,"gone","SC8",-1.6194882482876,-6.21460809842219
"427",427,"SC8_38_","SC8_38_","present","10dec07_3dec10","10-Dec-07","3-Dec-10",2.98,"SC",21,"SC8_38_21",21,0.327,2.087,0.681,"",21,0.536,2.671,0.926,"tentacles","SC8",-1.11779510808488,-0.623621117911335
"428",415,"ON0_46_","ON0_46_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON0_46_1",NA,0.48661,NA,NA,"",NA,0.529,NA,NA,"","ON0",-0.720292298083501,-0.636766847123838
"429",416,"ON0_46_","ON0_46_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON0_46_2",NA,0.51012,NA,NA,"",NA,0.55,NA,NA,"","ON0",-0.673109286823438,-0.59783700075562
"430",417,"ON0_48_","ON0_48_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON0_48_1",NA,0.37286,NA,NA,"",NA,NA,NA,NA,"angle","ON0",-0.986552264914822,NA
"431",418,"ON0_48_","ON0_48_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON0_48_2",NA,0.27985,NA,NA,"",NA,0.31248,NA,NA,"","ON0",-1.27350153364477,-1.16321481185377
"432",419,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON0_49_1",NA,0.65995,NA,NA,"",NA,0.8496,NA,NA,"","ON0",-0.415591204407173,-0.162989628494463
"433",420,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON0_49_2",NA,0.46665,NA,NA,"",NA,0.5825,NA,NA,"","ON0",-0.762175766970381,-0.540426093542281
"434",421,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON0_49_3",NA,0.35109,NA,NA,"",NA,0.6785,NA,NA,"","ON0",-1.04671267812735,-0.387870799707213
"435",422,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON0_49_4",NA,0.42172,NA,NA,"",NA,0.7693,NA,NA,"","ON0",-0.863413692273388,-0.262274268517248
"436",423,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON0_49_5",NA,0.18762,NA,NA,"",NA,0.488,NA,NA,"","ON0",-1.67333663828433,-0.71743987312899
"437",424,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON0_49_6",NA,0.45658,NA,NA,"",NA,0.6496,NA,NA,"","ON0",-0.783991347860671,-0.431398490134669
"438",425,"ON0_49_","ON0_49_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON0_49_7",NA,0.34205,NA,NA,"",NA,0.7737,NA,NA,"","ON0",-1.07279835377513,-0.256571077426728
"439",426,"ON2_44_","ON2_44_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON2_44_1",NA,0.32524,NA,NA,"",NA,0.38072,NA,NA,"","ON2",-1.1231919076425,-0.965691082169282
"440",427,"ON2_44_","ON2_44_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON2_44_2",NA,0.20928,NA,NA,"",NA,0.2519,NA,NA,"","ON2",-1.5640822107133,-1.37872309562357
"441",428,"ON2_81_","ON2_81_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON2_81_1",NA,0.12436,NA,NA,"",NA,NA,NA,NA,"nv","ON2",-2.08457469379158,NA
"442",429,"ON2_82_","ON2_82_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON2_82_1",NA,0.44968,NA,NA,"",NA,0.52859,NA,NA,"","ON2",-0.799219060288317,-0.637542194887224
"443",430,"ON2_83_","ON2_83_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON2_83_1",NA,0.43176,NA,NA,"",NA,0.42918,NA,NA,"","ON2",-0.83988540067175,-0.84587886763379
"444",431,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",1,"ON3_16_1",NA,0.53642,NA,NA,"",NA,0.47245,NA,NA,"","ON3",-0.622837842661949,-0.749823357753502
"445",432,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",2,"ON3_16_2",NA,0.22718,NA,NA,"",NA,0.47245,NA,NA,"","ON3",-1.48201262417886,-0.749823357753502
"446",433,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",3,"ON3_16_3",NA,0.54379,NA,NA,"",NA,0.47245,NA,NA,"","ON3",-0.609192136066493,-0.749823357753502
"447",434,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",4,"ON3_16_4",NA,0.55641,NA,NA,"",NA,0.76764,NA,NA,"","ON3",-0.586249846412832,-0.26443440573209
"448",435,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",5,"ON3_16_5",NA,0.40547,NA,NA,"",NA,0.7728,NA,NA,"","ON3",-0.902708390900888,-0.257734996083829
"449",436,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",6,"ON3_16_6",NA,0.35516,NA,NA,"",NA,0.3922,NA,NA,"","ON3",-1.03518688681801,-0.935983365219891
"450",437,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",7,"ON3_16_7",NA,0.38846,NA,NA,"",NA,NA,NA,NA,"angle","ON3",-0.94556507457815,NA
"451",438,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",8,"ON3_16_8",NA,0.2398,NA,NA,"",NA,0.345,NA,NA,"","ON3",-1.42795003638872,-1.06421086195078
"452",439,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",9,"ON3_16_9",NA,0.24575,NA,NA,"",NA,0.3806,NA,NA,"tentacles","ON3",-1.40344051995486,-0.966006324120088
"453",440,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",10,"ON3_16_10",NA,0.2381,NA,NA,"",NA,0.3806,NA,NA,"","ON3",-1.43506452548932,-0.966006324120088
"454",441,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",11,"ON3_16_11",NA,0.23285,NA,NA,"",NA,0.35824,NA,NA,"","ON3",-1.45736080955375,-1.02655212613169
"455",442,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",12,"ON3_16_12",NA,0.31037,NA,NA,"",NA,0.53536,NA,NA,"","ON3",-1.16999014482847,-0.624815861183678
"456",443,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",13,"ON3_16_13",NA,0.31548,NA,NA,"",NA,0.4991,NA,NA,"tentacles","ON3",-1.15365999045235,-0.694948802506574
"457",444,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",14,"ON3_16_14",NA,0.18467,NA,NA,"",NA,0.31339,NA,NA,"","ON3",-1.68918483052436,-1.16030685767395
"458",445,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",15,"ON3_16_15",NA,0.34807,NA,NA,"",NA,0.35165,NA,NA,"","ON3",-1.05535167001021,-1.04511891622811
"459",446,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",16,"ON3_16_16",NA,0.2568,NA,NA,"",NA,0.57992,NA,NA,"tentacles","ON3",-1.35945770716633,-0.544865115989515
"460",447,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",17,"ON3_16_17",NA,0.24632,NA,NA,"",NA,0.7493,NA,NA,"tentacles","ON3",-1.40112377536589,-0.288615841611872
"461",448,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",18,"ON3_16_18",NA,0.54875,NA,NA,"",NA,0.74185,NA,NA,"tentacles","ON3",-0.600112314592756,-0.298608212585334
"462",449,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",19,"ON3_16_19",NA,0.37401,NA,NA,"",NA,0.37458,NA,NA,"","ON3",-0.983472743957144,-0.981949880680429
"463",450,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",20,"ON3_16_20",NA,0.32058,NA,NA,"",NA,0.3217,NA,NA,"tentacles","ON3",-1.1376234237844,-1.13413584473716
"464",451,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",21,"ON3_16_21",NA,0.30045,NA,NA,"",NA,0.3998,NA,NA,"","ON3",-1.2024739282022,-0.916790856915837
"465",452,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",22,"ON3_16_22",NA,0.36933,NA,NA,"",NA,0.36627,NA,NA,"","ON3",-0.996064725654504,-1.00438451263326
"466",453,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",23,"ON3_16_23",NA,0.17503,NA,NA,"",NA,0.31898,NA,NA,"","ON3",-1.74279789117939,-1.14262687408753
"467",454,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",24,"ON3_16_24",NA,0.44756,NA,NA,"",NA,0.45124,NA,NA,"","ON3",-0.803944672042617,-0.795755930245418
"468",455,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",25,"ON3_16_25",NA,0.34297,NA,NA,"",NA,0.5057,NA,NA,"","ON3",-1.07011229919821,-0.6818116708962
"469",456,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",26,"ON3_16_26",NA,0.40164,NA,NA,"",NA,0.51229,NA,NA,"","ON3",-0.912199113970901,-0.668864408040104
"470",457,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",27,"ON3_16_27",NA,0.46372,NA,NA,"",NA,0.4008,NA,NA,"","ON3",-0.768474357179936,-0.914292729211482
"471",458,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",28,"ON3_16_28",NA,0.29124,NA,NA,"",NA,0.36369,NA,NA,"","ON3",-1.23360760945563,-1.01145342255554
"472",459,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",29,"ON3_16_29",NA,0.44615,NA,NA,"",NA,0.45998,NA,NA,"","ON3",-0.807100060635977,-0.776572268705073
"473",460,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",30,"ON3_16_30",NA,0.26261,NA,NA,"",NA,0.22082,NA,NA,"","ON3",-1.33708523710734,-1.51040738897115
"474",461,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",31,"ON3_16_31",NA,0.27976,NA,NA,"",NA,0.32084,NA,NA,"","ON3",-1.27382318622702,-1.13681272248341
"475",462,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",32,"ON3_16_32",NA,0.1756,NA,NA,"",NA,0.18184,NA,NA,"","ON3",-1.73954659778112,-1.70462809943785
"476",463,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",33,"ON3_16_33",NA,0.23441,NA,NA,"",NA,0.35595,NA,NA,"","ON3",-1.45068356007324,-1.03296500743225
"477",464,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",34,"ON3_16_34",NA,0.25071,NA,NA,"",NA,0.33718,NA,NA,"","ON3",-1.38345838630068,-1.08713836659448
"478",465,"ON3_16_","ON3_16_","present","8dec07_5dec10","8-Dec-07","5-Dec-10",2.99,"ON",35,"ON3_16_35",NA,0.29521,NA,NA,"",NA,0.25708,NA,NA,"","ON3",-1.22006831149082,-1.35836795847905
